,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,678529.0,152132.256,0.3114132482200225,168.0,498.0,68598.0,47376.0,57560.831999999995,47195.424,"[['X', 88], ['S', 3], ['R', 3], ['Y', 39], ['K', 1], ['X', 1], ['C', 3], ['C', 2], ['Y', 38], ['K', 1], ['R', 3], ['X', 1], ['S', 3], ['C', 1]]"
